Error norm,Size,Duration
4.9671731623343809e+26,,
6.6019271900262207e+26,,
8.7748148143593407e+26,,
1.1663017841459035e+27,,
1.5502067476764311e+27,,
2.0605063687547768e+27,,
2.7388226320613782e+27,,
3.6404864334728765e+27,,
4.8390537100557755e+27,,
6.4323095960600679e+27,,
8.5502509848231964e+27,,
1.1365699509652314e+28,,
1.5108411874493028e+28,,
2.0083840236383812e+28,,
2.6698075328893114e+28,,
3.549101028606146e+28,,
4.7180434992734566e+28,,
6.2720664187797162e+28,,
8.33804905396497e+28,,
1.1084683365312846e+29,,
1.4736255665474536e+29,,
1.9590971545714117e+29,,
2.6045322052005153e+29,,
3.4626483077631916e+29,,
4.6035396849517723e+29,,
6.1204057964887213e+29,,
8.1371688157957248e+29,,
1.0818602889928927e+30,,
1.4383803547209591e+30,,
1.9124098846100294e+30,,
2.5426867223709957e+30,,
3.3807210242061048e+30,,
4.4950071097595776e+30,,
5.9766244459212282e+30,,
7.9466859897239742e+30,,
1.0566243291463384e+31,,
1.4049458815737253e+31,,
1.8681123337596488e+31,,
2.4839951907690465e+31,,
3.3029564874898723e+31,,
4.3919689540101997e+31,,
5.8400954708043968e+31,,
7.7657763228826483e+31,,
1.0326520771932163e+32,,
1.3731796325800651e+32,,
1.8260170920577294e+32,,
2.4282111490600936e+32,,
3.2290305615683805e+32,,
4.293998905160004e+32,,
5.7102581447750127e+32,,
7.593702257980646e+32,,
1.0098465129020399e+33,,
1.3429539784201476e+33,,
1.7859562558885042e+33,,
2.3751136996768007e+33,,
3.1586526147599079e+33,,
4.2007145649007731e+33,,
5.5866093035503162e+33,,
7.4298016938791856e+33,,
9.8812050793982406e+33,,
1.3141542583198326e+34,,
1.7477789247843963e+34,,
2.324504239342198e+34,,
3.0915612490991425e+34,,
4.1117718703494656e+34,,
5.468696056707953e+34,,
7.2734784634814077e+34,,
9.6739558171113658e+34,,
1.2866771543098445e+35,,
1.7113490769236017e+35,,
2.2762036825925545e+35,,
3.0275206715482736e+35,,
4.0268603509749942e+35,,
5.3561095877348929e+35,,
7.1241942288486979e+35,,
9.476008417745677e+35,,
1.2604293058955984e+36,,
1.67654375778639e+36,,
2.2300500932538215e+36,,
2.9663175966944518e+36,,
3.9456990780069407e+36,,
5.2484798563940958e+36,,
6.9814615521480512e+36,,
9.2867207749653565e+36,,
1.2353261244455037e+37,,
1.6432515291302738e+37,,
2.185896655251429e+37,,
2.9077585918122701e+37,,
3.8680331905683185e+37,,
5.1454710530397597e+37,,
6.8448379470843684e+37,,
9.1055098156255121e+37,,
1.2112907743206592e+38,,
1.6113711354318718e+38,,
2.1436099270642506e+38,,
2.8516677919132665e+38,,
3.7936309044563016e+38,,
5.0467776825919342e+38,,
6.7139207518406517e+38,,
8.9318447867708517e+38,,
1.1882532938717815e+39,,
1.5808103528501423e+39,,
2.1030683343784936e+39,,
2.797884925680224e+39,,
3.7222809266996857e+39,,
4.9521211781798362e+39,,
6.5883426934525131e+39,,
8.7652414452995592e+39,,
1.1661498342866659e+40,,
1.5514849920636025e+40,,
2.0641608636635963e+40,,
2.7462636037739688e+40,,
3.6537902127558005e+40,,
4.8612469622765064e+40,,
6.4677680366494176e+40,,
8.6052570110458444e+40,,
1.1449219981601848e+41,,
1.5233180313796279e+41,,
2.0267859259391393e+41,,
2.6966698294962467e+41,,
3.587982014235685e+41,,
4.7739218874581438e+41,,
6.3518892287707212e+41,,
8.4514857681480305e+41,,
1.1245162627893332e+42,,
1.4962388605783706e+42,,
1.9908503652792427e+42,,
2.6489806986453334e+42,,
3.5246941739459976e+42,,
4.6899320004801659e+42,,
6.240423967377755e+42,,
8.3035552190707361e+42,,
1.10488347572923e+43,,
1.470182619245171e+43,,
1.9562685908772652e+43,,
2.6030832609576017e+43,,
3.4637776322568624e+43,,
4.6090805827458092e+43,,
6.1331126293790065e+43,,
8.1611227115015421e+43,,
1.0859784122065131e+44,,
1.4450896160239666e+44,,
1.9229618149759873e+44,,
2.5588735200559078e+44,,
3.4050951146918801e+44,,
4.5311864278983036e+44,,
6.0297160104406639e+44,,
8.0238724712895561e+44,,
1.067759385670504e+45,,
1.4209048174145056e+45,,
1.8908573818176957e+45,,
2.5162555525322497e+45,,
3.3485199754588169e+45,,
4.4560823235418698e+45,,
5.930013331618699e+45,,
7.8915129852167899e+45,,
1.050187904145006e+46,,
1.3975773965354568e+46,,
1.8598881751103556e+46,,
2.4751407298402203e+46,,
3.293935175607186e+46,,
4.3836137092620114e+46,,
5.8338004768730878e+46,,
7.7637746861482514e+46,,
1.0332283661835633e+47,,
1.3750603337598444e+47,,
1.8299920934390467e+47,,
2.4354470291901943e+47,,
3.2412323777776088e+47,,
4.3136374873858033e+47,,
5.7408884306871149e+47,,
7.6404079003524414e+47,,
1.0168477911749071e+48,,
1.3533100623590078e+48,,
1.8011115846540587e+48,,
2.3970984217277551e+48,,
3.1903111422280203e+48,,
4.2460209664677799e+48,,
5.6511018896343158e+48,,
7.5211810228044549e+48,,
1.0010155795300402e+49,,
1.3322861533140756e+49,,
1.7731932316002882e+49,,
2.3600243280139109e+49,,
3.1410782110876557e+49,,
4.1806409204410204e+49,,
5.5642780255872059e+49,,
7.4058788913061607e+49,,
9.857032989372637e+49,,
1.3119510343079463e+50,,
1.746187382666269e+50,,
2.3241591322781298e+50,,
3.0934468696841019e+50,,
4.1173827488440243e+50,,
5.4802653814850461e+50,,
7.294301334462307e+50,,
9.7088449341997324e+50,,
1.2922697386263503e+51,,
1.7200478215648405e+51,,
2.2894417481334369e+51,,
3.047336375378402e+51,,
4.0561397256082418e+51,,
5.3989228832849415e+51,,
7.1862618720842534e+51,,
9.5653451239310178e+51,,
1.2732096802983671e+52,,
1.6947314715429274e+52,,
2.2558152294681181e+52,,
3.002671445681509e+52,,
3.9968123256384664e+52,,
5.3201189540015538e+52,,
7.0815865495712537e+52,,
9.4263035730296882e+52,,
1.2547404523145238e+53,,
1.6701981298809343e+53,,
2.2232264210944286e+53,,
2.9593817985562264e+53,,
3.9393076198949417e+53,,
5.2437307176696304e+53,,
6.9801128903383222e+53,,
9.2915054376433278e+53,,
1.236833645190414e+54,,
1.6464102291037576e+54,,
2.1916256444682137e+54,,
2.9174017387669919e+54,,
3.883538730938155e+54,,
5.1696432826992073e+54,,
6.8816889524973478e+54,,
9.1607497738775203e+54,,
1.219462683508775e+55,,
1.6233326218023814e+55,,
2.160966414416678e+55,,
2.8766697849546074e+55,,
3.8294243419620362e+55,,
5.0977490954852691e+55,,
6.7861724778170958e+55,,
9.0338484172816516e+55,,
1.2026026783838193e+56,,
1.6009323863714102e+56,,
2.1312051833428964e+56,,
2.8371283328075952e+56,,
3.7768882532494944e+56,,
5.0279473563210794e+56,,
6.6934301225407847e+56,,
8.9106249698865202e+56,,
1.1862302940571578e+57,,
1.5791786513151738e+57,,
2.1023011098297325e+57,,
2.79872335029589e+57,,
3.725858980761148e+57,,
4.9601434906806087e+57,,
6.603336760968902e+57,,
8.7909138828720889e+57,,
1.1703236270620921e+58,,
1.5580424360725698e+58,,
2.0742158489552027e+58,,
2.7614041014418571e+58,,
3.6762693922344466e+58,,
4.8942486698073537e+58,,
6.515774853855992e+58,,
8.6745596244366374e+58,,
1.1548620965884287e+59,,
1.5374965065664795e+59,,
2.0469133619658306e+59,,
2.7251228955415038e+59,,
3.6280563767434824e+59,,
4.8301793752969703e+59,,
6.4306338746517853e+59,,
8.5614159237236404e+59,,
1.139826344848178e+60,,
1.5175152439038117e+60,,
2.020359743242864e+60,,
2.6898348591261952e+60,,
3.5811605441639248e+60,,
4.7678570030080863e+60,,
6.34780978746423e+60,,
8.4513450827718932e+60,,
1.1251981463877496e+61,,
1.4980745248423992e+61,,
1.9945230627452609e+61,,
2.6554977282813065e+61,,
3.5355259514146457e+61,,
4.7072075021950329e+61,,
6.2672045713545617e+61,,
8.3442173494140107e+61,,
1.1109603254179222e+62,,
1.4791516128056137e+62,,
1.9693732223290102e+62,,
2.6220716592207445e+62,,
3.4910998527176227e+62,,
4.6481610462410487e+62,,
6.1887257862097175e+62,,
8.2399103448804128e+62,,
1.0970966803419147e+63,,
1.4607250583684017e+63,,
1.9448818245295009e+63,,
2.5895190552615093e+63,,
3.4478324714391352e+63,,
4.5906517317916246e+63,,
6.1122861759892304e+63,,
8.1383085405893584e+63,,
1.0835919147566485e+64,,
1.4427746082626919e+64,,
1.9210220525565049e+64,,
2.5578044085559339e+64,,
3.4056767913549848e+64,,
4.5346173034544104e+64,,
6.0378033056245122e+64,,
8.0393027792334875e+64,,
1.0704315742849062e+65,,
1.4252811220583796e+65,,
1.8977685603932773e+65,,
2.5268941551252654e+65,,
3.3645883654264444e+65,,
4.4799989015518882e+65,,
5.9651992282677333e+65,,
7.9427898358234775e+65,,
1.0576019886682067e+66,,
1.4082264957706901e+66,,
1.8750973720153081e+66,,
2.496756541900976e+66,,
3.3245251403869929e+66,,
4.4267408306928775e+66,,
5.8944001799545161e+66,,
7.8486720148304751e+66,,
1.0450902186133204e+67,,
1.3915935917274883e+67,,
1.8529857888528115e+67,,
2.467361504622536e+67,,
3.2854472956266323e+67,,
4.3747903471739189e+67,,
5.8253362990660851e+67,,
7.7568567799908398e+67,,
1.0328840069406904e+68,,
1.3753661741027002e+68,,
1.8314123047163202e+68,,
2.4386805555654138e+68,,
3.2473170950246504e+68,,
4.324097463436777e+68,,
5.7579413682588386e+68,,
7.6672564137070662e+68,,
1.0209717336316337e+69,,
1.3595288495857966e+69,,
1.8103565274884375e+69,,
2.4106866801828805e+69,,
3.2100987505257569e+69,,
4.274614767997498e+69,,
5.6921525767776425e+69,,
7.5797877033048037e+69,,
1.0093423744139727e+70,,
1.3440670127134549e+70,,
1.7897991069585185e+70,,
2.3833542418419763e+70,,
3.1737582963816515e+70,,
4.226297259429223e+70,,
5.6279103012880826e+70,,
7.4943716516932123e+70,,
9.9798546256348627e+70,,
1.3289667954390438e+71,,
1.7697216682420956e+71,,
2.356658893919388e+71,,
3.1382634730921099e+71,,
4.1791021931281518e+71,,
5.5651579035561395e+71,,
7.4109332102297076e+71,,
9.8689105363188829e+71,,
1.3142150205593337e+72,,
1.7501067502843134e+72,,
2.3305774985984364e+72,,
3.1035836201788204e+72,,
4.13298893972219e+72,,
5.5038415434747497e+72,,
7.3294010318146667e+72,,
9.7604969284153389e+72,,
1.2997991586565784e+73,,
1.730937748997535e+73,,
2.305088051775217e+73,,
3.069689577012981e+73,,
4.0879188540971845e+73,,
5.4439100060881526e+73,,
7.2497072424406452e+73,,
9.6545238491319302e+73,,
1.2857072882484438e+74,,
1.7121988646283792e+74,,
2.2801696135412019e+74,,
3.0365535909955402e+74,,
4.0438551541178747e+74,,
5.3853145413993945e+74,,
7.1717872295973244e+74,,
9.5509056611644153e+74,,
1.2719280588687664e+75,,
1.6938750529895322e+75,,
2.2558022437622689e+75,,
3.0041492324581585e+75,,
4.0007628082117323e+75,,
5.3280087158658046e+75,,
7.0955794460903636e+75,,
9.4495607835285472e+75,,
1.2584506568292403e+76,,
1.675951980227318e+76,,
2.2319669423209803e+76,,
2.9724513157145403e+76,,
3.9586084310646826e+76,,
5.2719482745936896e+76,,
7.0210252279722781e+76,,
9.3504114510057416e+76,,
1.2452647734362916e+77,,
1.6584159808277824e+77,,
2.2086455936306742e+77,,
2.9414358257467001e+77,,
3.9173601867499597e+77,,
5.2170910133383444e+77,,
6.9480686254081119e+77,,
9.2533834906521027e+77,,
1.2323605754589726e+78,,
1.641254018592377e+78,,
2.185820915067221e+78,,
2.9110798500596887e+78,,
3.8769876986756957e+78,,
5.1633966595001715e+78,,
6.8766562454100387e+78,,
9.1584061139669529e+78,,
1.2197286776629401e+79,,
1.6244536503396668e+79,,
2.1634764089975778e+79,,
2.881361515282144e+79,,
3.8374619657945136e+79,,
5.1108267613834764e+79,,
6.8067371054747646e+79,,
9.0654117234480116e+79,,
1.2073601172428526e+80,,
1.6080029921121585e+80,,
2.1415963181141045e+80,,
2.852259928129207e+80,,
3.7987552845699155e+80,,
5.0593445850523798e+80,,
6.7382624972467369e+80,,
8.9743357323777854e+80,,
1.1952463300009341e+81,,
1.5918906876876318e+81,,
2.1201655838103331e+81,,
2.8237551203795394e+81,,
3.7608411762405536e+81,,
5.008915018179021e+81,,
6.6711858594102625e+81,,
8.8851163967910306e+81,,
1.1833791281333102e+82,,
1.5761058792126258e+82,,
2.0991698073578351e+82,,
2.7958279975496959e+82,,
3.7236943189649517e+82,,
4.9595044803340542e+82,,
6.6054626590855293e+82,,
8.7976946586676967e+82,,
1.1717506794981971e+83,,
1.5606381797920749e+83,,
2.0785952136654317e+83,,
2.768460290977511e+83,,
3.687290484466609e+83,,
4.9110808392183114e+83,,
6.5410502810681467e+83,,
8.712013999481009e+83,,
1.1603534882511842e+84,,
1.5454776478838598e+84,,
2.0584286174213505e+84,,
2.7416345130516386e+84,,
3.6516064788329963e+84,,
4.8636133323789957e+84,,
6.4779079243100891e+84,,
8.628020303306704e+84,,
1.149180376742966e+85,,
1.5306147633602803e+85,,
2.038657391436431e+85,,
2.7153339153474516e+85,,
3.6166200871522559e+85,,
4.8170724939934556e+85,,
6.4159965050923516e+85,,
8.5456617287688415e+85,,
1.1382244685839609e+86,,
1.5160404051104731e+86,,
2.0192694370222461e+86,,
2.6895424494502153e+86,,
3.5823100216987383e+86,,
4.7714300863396205e+86,,
6.3552785663870235e+86,,
8.4648885891597396e+86,,
1.1274791727884764e+87,,
1.5017458300685797e+87,,
2.0002531562522302e+87,,
2.6642447302652268e+87,,
3.5486558734032163e+87,,
4.7266590356047664e+87,,
6.2957181929493995e+87,,
8.3856532401281075e+87,,
1.1169381689185009e+88,,
1.4877226535622614e+88,,
1.9815974259668195e+88,,
2.6394260016315687e+88,,
3.515638066365913e+88,,
4.6827333717135707e+88,,
6.2372809317192706e+88,,
8.3079099743804278e+88,,
1.1065953931539204e+89,,
1.4739628308850123e+89,,
1.9632915733952182e+89,,
2.6150721040714687e+89,,
3.483237815190775e+89,,
4.6396281718831817e+89,,
6.1799337171458652e+89,,
8.2316149228868857e+89,,
1.0964450252220564e+90,,
1.4604586400037404e+90,,
1.9453253532770164e+90,,
2.5911694445211901e+90,,
3.451437084937669e+90,,
4.5973195076370782e+90,,
6.1236448010826117e+90,,
8.1567259621250381e+90,,
1.086481476124935e+91,,
1.4472026653203607e+91,,
1.9276889263764458e+91,,
2.5677049679020189e+91,,
3.4202185535059184e+91,,
4.5557843950314955e+91,,
6.068383686926757e+91,,
8.0832026269325052e+91,,
1.0766993766077178e+92,,
1.4341877824127419e+92,,
1.9103728392907719e+92,,
2.5446661304013302e+92,,
3.3895655762776186e+92,,
4.515000747868086e+92,,
6.0141210677052352e+92,,
8.0110060285745284e+92,,
1.0670935663162789e+93,,
1.4214071436863893e+93,,
1.8933680054622419e+93,,
2.5220408743442394e+93,,
3.3594621528630071e+93,,
4.474947333684579e+93,,
5.9608287678319432e+93,,
7.940098777663773e+93,,
1.0576590835960731e+94,,
1.4088541648736752e+94,,
1.8766656873102167e+94,,
2.4998176045457623e+94,,
3.3298928958026212e+94,,
4.4356037323317936e+94,,
5.9084796882834203e+94,,
7.8704449115983473e+94,,
1.0483911558881991e+95,,
1.3965225123224361e+95,,
1.8602574794066679e+95,,
2.4779851660421076e+95,,
3.3008430010924061e+95,,
4.396950296960249e+95,,
5.857047754959727e+95,,
7.802009826210214e+95,,
1.0392851906820251e+96,,
1.384406091020277e+96,,
1.8441352926242239e+96,,
2.4565328231075913e+96,,
3.2722982204083606e+96,,
4.3589681172534939e+96,,
5.8065078700153482e+96,,
7.7347602113399549e+96,,
1.0303367669868812e+97,,
1.3724990333050906e+97,,
1.8282913391914015e+97,,
2.4354502394709084e+97,,
3.2442448349167631e+97,,
4.3216389847577054e+97,,
5.7568358659615856e+97,,
7.6686639900756736e+97,,
1.0215416272881894e+98,,
1.3607956882160717e+98,,
1.8127181185946648e+98,,
2.4147274596510238e+98,,
3.2166696305647671e+98,,
4.2849453601685885e+98,,
5.7080084623568598e+98,,
7.6036902614137156e+98,,
1.0128956699560366e+99,,
1.3492906114429642e+99,,
1.7974084042715089e+99,,
2.3943548913390273e+99,,
3.1895598747540314e+99,,
4.2488703424470747e+99,,
5.660003224915289e+99,,
7.5398092461171407e+99,,
1.0043949420766014e+100,,
1.3379785558344747e+100,,
1.7823552310429606e+100,,
2.3743232887577752e+100,,
3.1629032943073873e+100,,
4.2133976396449435e+100,,
5.6127985268765085e+100,,
7.4769922355644972e+100,,
9.9603563267903444e+100,,
1.3268544624296578e+101,,
1.7675518832377065e+101,,
2.3546237369362002e+101,,
3.1366880546451605e+101,,
4.1785115413302361e+101,,
5.5663735124912444e+101,,
7.415211543396865e+101,,
9.8781406633242267e+101,,
1.3159134519787701e+102,,
1.7529918834635725e+102,,
2.3352476368398231e+102,,
3.1109027400939038e+102,,
4.1441968925104337e+102,,
5.5207080624879243e+102,,
7.3544404597850233e+102,,
9.7972669708931508e+102,,
1.3051508169225044e+103,,
1.7386689819853165e+103,,
2.3161866913032238e+103,,
3.0855363352559119e+103,,
4.1104390689587493e+103,,
5.4757827613952256e+103,,
7.294653208151667e+103,,
9.7177010275398839e+103,,
1.2945620138007933e+104,,
1.7245771466706428e+104,,
2.2974328917141613e+104,,
3.0605782073730313e+104,,
4.0772239538557239e+104,,
5.4315788666045639e+104,,
7.2358249041952589e+104,,
9.6394097945519378e+104,,
1.2841426560644037e+105,,
1.710710553469067e+105,,
2.2789785054026192e+105,,
3.0360180896230154e+105,,
4.0445379156645078e+105,,
5.3880782790647155e+105,,
7.1779315170731505e+105,,
9.5623613650456829e+105,,
1.2738885072644551e+106,,
1.6970635773907786e+106,,
2.2608160636913412e+106,,
3.0118460652910656e+106,,
4.0123677871640506e+106,,
5.345263515508374e+106,,
7.1209498326115362e+106,,
9.4865249152320797e+106,,
1.2637954745967483e+107,,
1.6836307839549473e+107,,
2.2429383505674949e+107,,
2.988052552763191e+107,,
3.9807008455696521e+107,,
5.3031176821174506e+107,,
7.0648574184190934e+107,,
9.4118706582013411e+107,,
1.2538596027793857e+108,,
1.6704069210790409e+108,,
2.2253383919378776e+108,,
2.9646282912917137e+108,,
3.9495247936752545e+108,,
5.2616244495403798e+108,,
7.0096325907896528e+108,,
9.3383698000749307e+108,,
1.2440770682436586e+109,,
1.6573869113826769e+109,,
2.2080094454326878e+109,,
2.9415643274867061e+109,,
3.91882774195636e+109,,
5.2207680291806561e+109,,
6.9552543832871601e+109,,
9.2659944983838175e+109,,
1.2344441736195446e+110,,
1.6445658448813677e+110,,
2.1909449907252566e+110,,
2.9188520024902412e+110,,
3.8885981915765922e+110,,
5.1805331506812742e+110,,
6.9017025169133152e+110,,
9.1947178225413407e+110,,
1.2249573424984271e+111,,
1.6319389720471453e+111,,
2.1741387203373579e+111,,
2.8964829397932976e+111,,
3.8588250182448244e+111,,
5.1409050405348864e+111,,
6.8489573717651464e+111,,
9.1245137162880283e+111,,
1.215613114456804e+112,,
1.6195016972146304e+112,,
2.1575845309017172e+112,,
2.8744490336578237e+112,,
3.8294974568732673e+112,,
5.1018694017541424e+112,,
6.7969999600958431e+112,,
9.0553569619938339e+112,,
1.2064081403258503e+113,,
1.6072495723125228e+113,,
2.1412765148552847e+113,,
2.8527424381089633e+113,,
3.800605086990302e+113,,
5.0634123945410429e+113,,
6.7458119006979679e+113,,
8.9872231467107908e+113,,
1.1973391776926927e+114,,
1.5951782909018133e+114,,
2.1252089525385131e+114,,
2.831355556464755e+114,,
3.772137818864751e+114,,
5.0255206178981156e+114,,
6.6953753945334658e+114,,
8.9200886298762008e+114,,
1.1884030866201785e+115,,
1.5832836825032426e+115,,
2.1093763046775604e+115,,
2.8102810313727341e+115,,
3.744085880301272e+115,,
4.9881810921280043e+115,,
6.645673201539818e+115,,
8.8539305125728381e+115,,
1.179596825572776e+116,,
1.5715617071976613e+116,,
2.0937732052277796e+116,,
2.7895117353248876e+116,,
3.7164398040689949e+116,,
4.951381242171497e+116,,
6.5966886185462039e+116,,
8.7887266082588286e+116,,
1.1709174475370585e+117,,
1.5600084504840087e+117,,
2.0783944545583001e+117,,
2.7690407616241704e+117,,
3.6891904159280771e+117,,
4.9151088817371762e+117,,
6.5484054582378331e+117,,
8.7244554148853121e+117,,
1.1623620963259343e+118,,
1.5486201183805866e+118,,
2.0632350129587423e+118,,
2.7488614157775948e+118,,
3.6623288232210562e+118,,
4.8793521981789104e+118,,
6.5008080291105054e+118,,
8.6610960883252702e+118,,
1.1539280030564951e+119,,
1.537393032756227e+119,,
2.0482899944503541e+119,,
2.7289672072923819e+119,,
3.6358464039979423e+119,,
4.8440997380801347e+119,,
6.4538811163610509e+119,,
8.5986284170416993e+119,,
1.1456124827919757e+120,,
1.5263236268787807e+120,,
2.0335546608849221e+120,,
2.7093518418532314e+120,,
3.6097347966459829e+120,,
4.8093403935064402e+120,,
6.407609963662844e+120,,
8.5370327979278008e+120,,
1.1374129313389282e+121,,
1.5154084411691497e+121,,
2.0190244163158866e+121,,
2.6900092138600556e+121,,
3.5839858899968151e+121,,
4.775063388890371e+121,,
