Error norm,Size,Duration
0.89736425932222852,8000,4.3379640000000004
0.019466890153843768,,
0.0028856037807184587,,
0.00061758860839109214,,
0.000138939618535433,,
3.2107118030592518e-05,,
7.5437988125876291e-06,,
1.79229284705096e-06,,
4.2919726106272461e-07,,
1.033834525147569e-07,,
2.5015151450762292e-08,,
6.0744059949547027e-09,,
1.4793044154249555e-09,,
3.6111417503652028e-10,,
