Error norm,Size,Duration
0.39797028884333491,1500,0.099532999999999996
0.015486914221503469,,
0.0028103130322601776,,
0.00060227136647896201,,
0.00013548146738102181,,
3.1306241333796488e-05,,
7.3553660213704026e-06,,
1.7474815598503854e-06,,
4.1845901580279769e-07,,
1.0079552572440625e-07,,
2.4388712168034805e-08,,
5.9222393424109788e-09,,
1.4422373488973895e-09,,
3.5206366006255883e-10,,
