Size,Duration
100,0.00056899999999999995
500,0.013335
1000,0.050513000000000002
1500,0.127636
2000,0.21592800000000001
2500,0.37881199999999998
3000,0.60277099999999995
3500,0.71910200000000002
4000,0.85575299999999999
5000,1.3675520000000001
6000,2.1288369999999999
7000,4.2248559999999999
8000,5.7567570000000003
9000,7.2015729999999998
10000,8.7866440000000008
