Error norm,Size,Duration
0.1151687100832733,100,0.00056899999999999995
0.017601460506839101,,
0.004473219429288116,,
0.0013677476977891438,,
0.00045523586200899762,,
0.0001581057381991475,,
5.6287359826884975e-05,,
2.0371983506329348e-05,,
7.4625494715617172e-06,,
2.7592595036894447e-06,,
1.0279054062524322e-06,,
3.8529725082935968e-07,,
1.4517442978715827e-07,,
5.4941724593968389e-08,,
2.087220163982356e-08,,
7.9556397762824004e-09,,
3.0412250244949933e-09,,
1.1655856158094317e-09,,
4.4775549999806158e-10,,
