Error norm
0.5530844195029222
0.18445495149304736
0.15419421309731324
0.15636018624889295
0.17322192542906392
0.20049266316253544
0.23795462205921403
0.2871286768016707
0.35065955590997266
0.43225001074763436
0.53682028631167467
0.67080476779508991
0.84257346407877975
1.0629963142183074
1.3461859997048278
1.7104705944795016
2.1796651521395836
2.7847335705486045
3.5659608203492206
4.5757931645993821
5.8825531972070557
7.5753010997489181
9.7701983195834661
12.618841292643555
16.319179273170459
21.129822849111303
27.388802878682085
35.53817256149204
46.156283425058398
60.000142458880013
78.061016340804628
101.63744750823389
132.43116197243793
172.67308078483359
225.28892850617876
294.11693774777058
384.1941094874814
502.13270869610369
656.61555533886178
859.0477418867614
1124.4143693933929
1472.4096680656153
1928.9236737428687
2528.0000778551239
3314.415080021181
4347.0748555770497
5703.4923113260693
7485.68703761487
9827.9622415286067
12907.157510506875
16956.167800535601
22281.77199164603
29288.148429377452
38507.896144632483
50642.963379023953
66618.655199999092
87654.909609695431
115360.37628799907
151856.6092987014
199942.03403533989
263308.45364219527
346826.96483327838
456925.57984869578
602088.02675464866
793512.68872228893
1045983.1909860143
1379018.7399269815
1818394.2696869655
2398149.4883516878
3163244.3283984484
4173069.1263760081
5506085.0976935169
7265959.6464562546
9589678.7907840479
12658274.803014116
16711013.391489206
22064157.713006858
29135787.823046319
38478632.477267221
50823503.41368673
67136760.596284181
88696346.914609551
117192400.63414137
154860400.21682087
204657373.63254815
270495117.85130084
357548895.30580461
472666062.43289959
624907017.5429188
826261362.79097724
1092596094.8691397
1444911080.3581455
1911001504.4533951
2527659354.2972069
3343588892.7473292
4423267917.9893436
5852061926.2267332
7742998113.4613056
10245738441.683842
13558466325.500181
17943633882.11935
23748824712.245651
31434395479.068981
41610100795.310562
55083623432.418549
72924883074.333572
96551257926.624054
127840525482.17908
169280545614.1738
224167648605.20944
296869588400.93799
393174089884.93268
520750872929.46582
689764125361.47192
913684451342.43335
1210365308778.6758
1603470153113.2283
2124364628422.2917
2814625449786.4453
3729367101356.3711
4941653109951.3389
6548345721907.6025
8677863313705.9268
11500468096214.895
15241909957519.248
20201521991014.031
26776221084754.355
35492341716726.508
47047861044739.312
62368409243330.031
82681568169877.859
109615433220878.62
145329366300161.22
192687459623461.09
255488669627561.38
338772144953503.06
449222330571892.69
595706470424744
789987802348911.75
1047671902900134.1
1389462439518146.5
1842827541333137.5
2444211123192634
3241967465857148
4300255721148927
5704208490594720
7566791481915848
10037907794152066
13316481659197062
17666497134051476
23438286758992768
31096789418947792
41259059890706312
54744060404607824
72638757520933856
96385866094945152
1.279003328217141e+17
1.6972397657003994e+17
2.252307896980008e+17
2.9889950382485965e+17
3.9667546719180698e+17
5.2645110982647098e+17
6.9870387302618765e+17
9.2734322924693107e+17
1.2308353507659512e+18
1.6336964731486991e+18
2.1684758658933926e+18
2.8783889895545093e+18
3.8208141032593439e+18
5.071935562293246e+18
6.7329099891383306e+18
8.9380549541120225e+18
1.1865723781408977e+19
1.5752747911163611e+19
2.091361757786737e+19
2.7765955897683939e+19
3.686435199576832e+19
4.894529700545808e+19
6.4986867711204352e+19
8.6287999461350687e+19
1.1457377996681701e+20
1.5213530789953159e+20
2.0201546643588048e+20
2.6825569009151918e+20
3.5622375635669457e+20
4.7304921435862545e+20
6.2820180599276241e+20
8.3425985149233083e+20
1.1079310057661219e+21
1.4714082991138336e+21
1.9541716239187446e+21
2.5953810338608825e+21
3.4470563291816332e+21
4.5783013242574917e+21
6.080916133141546e+21
8.076853676465842e+21
1.0728126594384308e+22
1.4249970051904614e+22
1.8928330767683698e+22
2.514310454511812e+22
3.339901228900014e+22
4.4366626033963555e+22
5.8936882505356249e+22
7.8293519447484881e+22
1.0400932879443453e+23
1.381740595554901e+23
1.8356437998181059e+23
2.4386973310051917e+23
3.239924710742989e+23
4.3044670294713851e+23
5.7188833014076565e+23
7.5981942983583912e+23
1.0095243491055386e+24
1.3413137501405093e+24
1.7821779381017578e+24
2.3679841538117596e+24
3.1463968430550324e+24
4.180758837660205e+24
5.5552497062422371e+24
7.3817416426243702e+24
9.8089116496699151e+24
1.303435273478977e+25
1.7320671368612271e+25
2.3016883521786022e+25
3.0586853710739975e+25
4.064709591363125e+25
5.4017018842126592e+25
7.1785713197877387e+25
9.5400728064363097e+25
1.2678607764719345e+26
1.6849910464080511e+26
2.2393899729183404e+26
2.976239726444628e+26
3.955597427064668e+26
5.2572933102561276e+26
6.9874421291099047e+26
9.2870992232884035e+26
1.2343767780784744e+27
1.6406696615310143e+27
2.180721729802444e+27
2.8985781004815944e+27
3.8527902593365061e+27
5.1211946916868348e+27
6.8072659662922565e+27
9.0485631126885335e+27
1.202795914036661e+28
1.5988570928470221e+28
2.1253609054215133e+28
2.8252769142469338e+28
3.7557320873781392e+28
4.9926761588143661e+28
6.6370846585056238e+28
8.8232065033000219e+28
1.1729530163975485e+29
1.5593364657472403e+29
2.0730227133301867e+29
2.7559621799995688e+29
3.6639317515861686e+29
4.8710926296545493e+29
6.4760509120698919e+29
8.6099164350470038e+29
1.1447018837531652e+30
1.5219157145976032e+30
2.0234548207296109e+30
2.6903023672532539e+30
3.5769536410409399e+30
4.7558717045495413e+30
6.3234125412471087e+30
8.407704410034777e+30
1.1179126035456975e+31
1.4864240931941207e+31
1.9764328005030061e+31
2.6280024748202498e+31
3.4944099661268169e+31
4.6465035922471428e+31
6.1784993340451267e+31
8.2156892669069923e+31
1.0924693188636753e+32
1.4527092623855449e+32
1.9317563327829889e+32
2.5687990763271889e+32
3.4159542956031719e+32
4.542532678553557e+32
6.0407120520086304e+32
8.0330828279017396e+32
1.068268355532201e+33
1.4206348459210286e+33
1.8892460150670173e+33
2.5124561567332145e+33
3.341276121934906e+33
4.4435504317958143e+33
5.9095131681229572e+33
7.8591778060071743e+33
1.0452166431156838e+34
1.3900783685492804e+34
1.8487406695208117e+34
2.4587615955916189e+34
3.2700962679855481e+34
4.3491894029303773e+34
5.7844190290244179e+34
7.6933375655291977e+34
1.02323037712157e+35
1.3609295080416787e+35
1.8100950588906937e+35
